sent_length,capitalization,articles,mult_negs,has_svo,has_sov,has_vos,has_vso,has_ovs,has_osv,color_special,color_regular,filler,hedges,swearwords,sentiment,min_response,adjectives,punct_?,punct_!,y_label,extra_label,set_type
11.538461538461538,1.5769230769230769,0.8461538461538461,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,5.0,8.0,2.0,0.2019230769230769,0.0,0.8461538461538461,1.0,16.0,female,new-delhi,train
20.0,3.066666666666667,1.2,0.0,3.0,2.0,0.0,5.0,0.0,1.0,0.0,2.0,11.0,2.0,5.0,0.11156752044252043,0.0,1.4,0.0,12.0,female,the-netherlands,train
18.75,5.9375,0.875,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,9.0,0.2493557224025974,0.0,0.8125,1.0,7.0,male,the-netherlands,train
30.0,2.6,1.8,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,5.0,4.0,0.35454545454545455,0.0,2.8,2.0,4.0,female,the-netherlands,train
20.0,4.933333333333334,1.0,0.0,5.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,6.0,6.0,0.01657407407407408,1.0,0.7333333333333333,9.0,5.0,female,germany,train
30.0,4.5,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.2781904761904762,0.0,2.8,0.0,7.0,female,italy,train
300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,female,iran,train
20.0,3.2,1.5333333333333334,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,9.0,3.0,0.20125946969696967,0.0,1.0,2.0,11.0,female,germany,train
15.789473684210526,3.210526315789474,0.42105263157894735,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.1139855320118478,1.0,0.8947368421052632,2.0,8.0,male,russia,train
20.0,3.466666666666667,0.8666666666666667,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,6.0,0.23609873242226184,0.0,2.0,5.0,4.0,female,poland,train
9.67741935483871,1.4516129032258065,0.5483870967741935,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,8.0,3.0,0.20427844524906738,1.0,0.7096774193548387,1.0,25.0,female,the-netherlands,train
21.428571428571427,3.357142857142857,0.8571428571428571,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,9.0,6.0,0.27703373015873023,0.0,1.7857142857142858,2.0,7.0,female,germany,train
13.636363636363637,2.3181818181818183,0.5,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,0.21480716253443524,0.0,1.1363636363636365,2.0,11.0,male,russia,train
33.333333333333336,2.888888888888889,0.8888888888888888,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.2966329966329966,0.0,4.666666666666667,0.0,0.0,female,germany,train
13.636363636363637,2.772727272727273,0.8636363636363636,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.2339256198347108,0.0,0.7727272727272727,0.0,3.0,male,the-netherlands,train
12.5,2.0,0.5,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8.0,6.0,3.0,0.26389276955683205,0.0,1.3333333333333333,0.0,22.0,male,poland,train
15.789473684210526,1.6842105263157894,1.5263157894736843,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,10.0,10.0,7.0,0.19305023923444975,1.0,1.4736842105263157,0.0,0.0,male,germany,train
15.0,2.05,0.75,0.0,8.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,10.0,7.0,5.0,0.10411954365079365,0.0,1.1,4.0,0.0,male,the-netherlands,train
17.647058823529413,6.647058823529412,0.35294117647058826,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.06781045751633986,0.0,0.7647058823529411,2.0,11.0,male,the-netherlands,train
18.75,1.8125,1.3125,0.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,8.0,0.15462239583333331,0.0,1.5,2.0,2.0,female,iran,train
10.714285714285714,1.3928571428571428,0.35714285714285715,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,4.0,6.0,0.11870039682539682,0.0,0.6428571428571429,2.0,24.0,female,spain,train
10.344827586206897,0.9310344827586207,0.7241379310344828,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,9.0,0.02518286311389759,0.0,1.3448275862068966,2.0,18.0,male,the-netherlands,train
18.75,1.8125,1.9375,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,9.0,8.0,5.0,0.16492830086580088,0.0,1.375,1.0,5.0,male,poland,train
25.0,2.4166666666666665,1.5,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12.0,14.0,6.0,-0.008570977633477639,1.0,2.3333333333333335,0.0,2.0,female,germany,train
23.076923076923077,7.3076923076923075,1.1538461538461537,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,0.20572847291597293,0.0,1.9230769230769231,0.0,5.0,male,the-netherlands,train
17.647058823529413,2.588235294117647,1.0588235294117647,0.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,11.0,8.0,8.0,0.1291473559120618,0.0,1.3529411764705883,10.0,1.0,female,russia,train
30.0,4.9,1.2,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,0.1490277777777778,0.0,1.8,0.0,0.0,male,new-delhi,train
15.0,3.55,1.1,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.353875,0.0,0.7,1.0,15.0,female,spain,train
12.0,2.04,0.4,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.1699938672438672,0.0,1.4,1.0,24.0,male,russia,train
18.75,3.6875,1.375,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,4.0,8.0,0.29533333333333334,0.0,1.0625,2.0,12.0,female,spain,train
37.5,1.25,0.75,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.1125,0.0,0.875,0.0,2.0,female,spain,train
11.11111111111111,1.0,0.4444444444444444,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,0.15467592592592594,0.0,1.0740740740740742,3.0,7.0,male,germany,train
12.0,1.4,0.52,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,6.0,5.0,0.13826666666666665,0.0,0.56,2.0,2.0,male,poland,train
11.11111111111111,1.8518518518518519,0.2962962962962963,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.06718013468013469,0.0,1.3333333333333333,2.0,23.0,male,the-netherlands,train
15.0,2.35,1.05,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0,7.0,4.0,0.22375946969696967,0.0,1.05,3.0,11.0,female,germany,train
20.0,2.533333333333333,1.2,0.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,7.0,9.0,5.0,0.36071296296296296,0.0,1.5333333333333334,3.0,8.0,male,portugal,train
37.5,18.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,6.0,9.0,0.29098749262101536,0.0,0.875,0.0,5.0,male,the-netherlands,train
16.666666666666668,2.8333333333333335,0.8888888888888888,0.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10.0,7.0,9.0,0.1449074074074074,0.0,0.9444444444444444,0.0,10.0,male,poland,train
14.285714285714286,0.0,0.14285714285714285,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.07944444444444446,0.0,3.7142857142857144,1.0,0.0,male,germany,train
17.647058823529413,2.4705882352941178,1.3529411764705883,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,0.04199770817417877,0.0,0.8235294117647058,0.0,9.0,male,the-netherlands,train
12.0,1.64,0.76,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,7.0,7.0,0.07843398268398268,0.0,0.92,2.0,22.0,male,germany,train
23.076923076923077,3.0,1.1538461538461537,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,9.0,7.0,6.0,0.2567162004662004,0.0,1.8461538461538463,0.0,11.0,female,poland,train
16.666666666666668,2.0,1.3888888888888888,0.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,0.18387345679012346,0.0,1.5555555555555556,0.0,0.0,male,new-delhi,train
21.428571428571427,3.642857142857143,1.5714285714285714,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.42051948051948046,0.0,3.2857142857142856,0.0,2.0,male,new-delhi,train
6.666666666666667,1.1333333333333333,0.26666666666666666,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0,5.0,9.0,0.06148148148148148,0.0,0.3111111111111111,7.0,28.0,female,portugal,train
150.0,24.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0553968253968254,0.0,12.0,0.0,0.0,male,new-delhi,train
27.272727272727273,3.3636363636363638,1.3636363636363635,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.19853896103896104,0.0,1.7272727272727273,2.0,3.0,male,portugal,train
30.0,4.4,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.16280952380952382,0.0,2.5,0.0,0.0,female,new-delhi,train
25.0,2.3333333333333335,1.4166666666666667,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,9.0,6.0,0.2726107804232804,0.0,2.0,0.0,11.0,female,the-netherlands,train
150.0,15.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.4444444444444444,0.0,16.5,1.0,0.0,female,poland,train
27.272727272727273,3.3636363636363638,1.7272727272727273,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,9.0,0.1452766754850088,2.0,1.3636363636363635,0.0,6.0,male,germany,train
12.5,1.9166666666666667,0.75,0.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.1655776515151515,0.0,0.6666666666666666,1.0,13.0,male,portugal,train
75.0,37.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.20692234848484847,0.0,3.0,1.0,0.0,female,spain,train
30.0,4.1,2.2,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,3.0,0.24180086580086582,0.0,2.2,4.0,1.0,female,germany,train
11.538461538461538,1.4230769230769231,0.9230769230769231,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,12.0,6.0,0.11293012543012544,1.0,1.0384615384615385,2.0,7.0,female,germany,train
50.0,16.5,2.5,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.40454545454545454,0.0,1.3333333333333333,5.0,0.0,male,the-netherlands,train
30.0,6.9,1.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,0.19783858998144713,2.0,2.1,0.0,7.0,male,the-netherlands,train
150.0,23.5,12.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.018576388888888885,0.0,11.5,0.0,0.0,male,new-delhi,train
12.5,0.75,0.4166666666666667,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.14824810606060604,0.0,1.1666666666666667,2.0,4.0,male,germany,train
21.428571428571427,2.0,1.2857142857142858,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,13.0,8.0,0.17327767470624614,0.0,1.0714285714285714,1.0,3.0,female,germany,train
20.0,2.4,1.3333333333333333,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,9.0,11.0,9.0,0.1544737053070386,0.0,1.3333333333333333,4.0,1.0,male,poland,train
27.272727272727273,7.2727272727272725,1.2727272727272727,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,3.0,5.0,0.3154486422668241,0.0,2.4545454545454546,2.0,4.0,male,italy,train
17.647058823529413,3.3529411764705883,0.7647058823529411,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,7.0,5.0,0.16147504456327985,0.0,0.7647058823529411,2.0,2.0,female,new-delhi,train
23.076923076923077,2.6153846153846154,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.24771297078989385,1.0,2.1538461538461537,2.0,8.0,male,poland,train
12.5,1.875,0.7083333333333334,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,0.2037867514430014,1.0,1.0833333333333333,4.0,6.0,male,the-netherlands,train
14.285714285714286,1.9047619047619047,0.9047619047619048,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,0.1317975675118532,1.0,1.0952380952380953,2.0,3.0,female,portugal,train
13.043478260869565,2.130434782608696,0.782608695652174,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,4.0,-0.021304347826086947,0.0,1.0869565217391304,4.0,2.0,male,iran,train
15.789473684210526,3.8947368421052633,0.7368421052631579,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.19833864965443915,0.0,0.8421052631578947,1.0,3.0,female,poland,train
13.043478260869565,1.6956521739130435,0.6956521739130435,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.27271382861444976,1.0,1.2608695652173914,6.0,5.0,male,germany,train
12.5,1.25,0.5416666666666666,1.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,3.0,10.0,0.09842171717171717,0.0,0.9166666666666666,1.0,14.0,male,the-netherlands,train
16.666666666666668,3.611111111111111,0.6111111111111112,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,3.0,-0.04583333333333334,0.0,0.9444444444444444,0.0,4.0,male,the-netherlands,train
14.285714285714286,1.8571428571428572,1.1428571428571428,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.0,5.0,7.0,0.18210497835497835,0.0,1.0952380952380953,1.0,15.0,male,the-netherlands,train
16.666666666666668,2.2777777777777777,1.0555555555555556,0.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,7.0,4.0,0.007986111111111114,0.0,1.3333333333333333,5.0,0.0,male,iran,train
25.0,6.333333333333333,0.6666666666666666,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,6.0,7.0,0.2537238455988456,0.0,1.25,1.0,5.0,male,the-netherlands,train
17.647058823529413,1.3529411764705883,0.8823529411764706,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,9.0,6.0,4.0,-0.00024509803921568784,2.0,1.2941176470588236,5.0,1.0,male,germany,train
15.789473684210526,1.1578947368421053,1.0526315789473684,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,11.0,-0.04019138755980861,0.0,1.105263157894737,1.0,1.0,male,portugal,train
11.11111111111111,2.074074074074074,0.6296296296296297,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,16.0,-0.04012345679012346,0.0,0.8518518518518519,1.0,0.0,male,iran,train
42.857142857142854,8.571428571428571,1.2857142857142858,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.1516684704184704,0.0,8.571428571428571,0.0,3.0,male,russia,train
16.666666666666668,2.388888888888889,1.2777777777777777,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,8.0,0.18502759072203517,0.0,1.0555555555555556,4.0,2.0,male,germany,train
21.428571428571427,4.357142857142857,1.8571428571428572,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,8.0,7.0,7.0,0.23420634920634925,0.0,1.2142857142857142,2.0,2.0,male,the-netherlands,train
7.6923076923076925,0.8205128205128205,0.48717948717948717,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.07766483516483517,3.0,1.358974358974359,0.0,23.0,male,the-netherlands,train
18.75,2.9375,0.8125,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,0.12123842592592593,2.0,1.875,2.0,5.0,male,germany,train
13.043478260869565,1.391304347826087,0.782608695652174,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,7.0,3.0,-0.017078980801806896,0.0,1.0,2.0,0.0,male,russia,train
20.0,1.8,0.4666666666666667,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,6.0,12.0,0.08996717171717172,0.0,1.7333333333333334,6.0,1.0,female,the-netherlands,train
10.714285714285714,2.3214285714285716,0.6428571428571429,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,2.0,3.0,0.17582521645021648,0.0,0.9642857142857143,0.0,9.0,female,russia,train
10.714285714285714,1.2142857142857142,0.5,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.17061801046176048,0.0,0.75,1.0,27.0,female,poland,train
13.636363636363637,2.409090909090909,0.36363636363636365,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,0.1375664108618654,0.0,1.1818181818181819,1.0,11.0,male,the-netherlands,train
300.0,115.0,16.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7007936507936507,0.0,8.0,0.0,0.0,female,new-delhi,train
18.75,3.5,0.875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.14131944444444444,0.0,0.6875,0.0,2.0,male,portugal,train
33.333333333333336,8.666666666666666,1.1111111111111112,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.2460638127304794,1.0,1.0,0.0,0.0,male,new-delhi,train
300.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,female,russia,train
16.666666666666668,2.111111111111111,0.8888888888888888,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,20.0,6.0,7.0,0.3011363636363636,0.0,1.7777777777777777,1.0,15.0,female,the-netherlands,train
12.5,1.4166666666666667,0.9583333333333334,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,9.0,0.11624669312169311,0.0,0.9166666666666666,0.0,0.0,male,germany,train
50.0,14.333333333333334,3.5,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,-0.03595392702535558,0.0,2.6666666666666665,2.0,0.0,male,russia,train
15.0,2.7,1.25,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6.0,7.0,0.016354166666666673,0.0,0.8,1.0,7.0,male,the-netherlands,train
7.317073170731708,0.6585365853658537,0.36585365853658536,0.0,5.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,23.0,3.0,4.0,0.24104965156794425,0.0,0.7073170731707317,3.0,33.0,female,portugal,train
10.714285714285714,0.9642857142857143,0.5357142857142857,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.10790043290043291,0.0,1.3571428571428572,1.0,9.0,male,poland,train
14.285714285714286,2.1904761904761907,0.8095238095238095,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,0.08692460317460318,0.0,0.9523809523809523,3.0,9.0,male,portugal,train
16.666666666666668,1.2777777777777777,1.3333333333333333,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,8.0,0.1787411816578483,0.0,1.4444444444444444,4.0,1.0,male,portugal,train
42.857142857142854,3.4285714285714284,1.2857142857142858,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0722943722943723,0.0,2.4285714285714284,2.0,1.0,male,the-netherlands,train
9.090909090909092,1.3333333333333333,0.3333333333333333,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,9.0,0.052877257422711973,0.0,1.8181818181818181,1.0,8.0,female,new-delhi,train
150.0,56.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,5.0,0.1770462562129229,0.0,7.0,0.0,0.0,female,spain,train
13.043478260869565,1.1304347826086956,0.5652173913043478,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,5.0,0.07241847826086956,0.0,0.8695652173913043,3.0,3.0,male,iran,train
13.043478260869565,2.4782608695652173,0.5217391304347826,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.11279644268774704,0.0,0.9130434782608695,2.0,17.0,male,the-netherlands,train
11.11111111111111,0.7777777777777778,0.4074074074074074,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,8.0,0.23485683555127998,1.0,1.4814814814814814,0.0,23.0,male,germany,train
